Date ,NSW nersi_max_capacity,NSW total_available_capacity_MW,NSW total_demand_MW,QLD nersi_max_capacity,QLD total_available_capacity_MW,QLD total_demand_MW,SA nersi_max_capacity,SA total_available_capacity_MW,SA total_demand_MW,TAS nersi_max_capacity,TAS total_available_capacity_MW,TAS total_demand_MW,VIC nersi_max_capacity,VIC total_available_capacity_MW,VIC total_demand_MW,
2019-07-10 19:00:00,9974,15343.929719081203,12186.6064453125,7987,11951.393391941927,7988.373046875,1943,4274.499116916425,1944.0352783203125,1681,2883.4851385954603,1682.3907470703125,7564,10064.480658784509,7565.484375,
2019-07-10 20:00:00,10940,15323.789011953453,11683.1953125,7853,11932.817360218858,7854.17138671875,1911,4307.976534334361,1912.5262451171875,1669,2882.390166707428,1670.759521484375,7248,10237.183479592204,7249.419921875,
2019-07-10 21:00:00,11244,15266.621815364242,11245.8095703125,7619,11919.947156092436,7620.43701171875,1992,4321.479489524133,1993.049560546875,1630,2876.8957450262837,1631.393310546875,6974,10238.531182207167,6975.33984375,
2019-07-10 22:00:00,10559,15211.021832886518,10560.685546875,7151,11873.010591030132,7152.56884765625,1892,4214.595402783265,1893.4168701171875,1562,2882.654973870319,1563.925048828125,6540,10449.705029547215,6541.87646484375,
2019-07-10 23:00:00,10117,15104.790975552729,10118.724609375,6654,11855.253760502083,6655.9404296875,1709,4101.8263798917005,1710.97216796875,1451,2896.5699879810236,1452.7261962890625,6123,10246.964907389134,6124.59521484375,
2019-07-11 00:00:00,9868,15013.544587709686,9869.2080078125,6261,11732.310944875406,6262.87060546875,1866,3918.2916871614784,1867.925537109375,1360,2929.824110592903,1361.3052978515625,6289,10116.42278714478,6290.8466796875,
2019-07-11 01:00:00,8119,14833.960341029235,8120.94775390625,5280,11888.58923838901,5281.51171875,1668,3744.389676628052,1669.285888671875,1219,2750.5188428205174,1220.8607177734375,5718,9875.870241401717,5719.94482421875,
2019-07-11 02:00:00,7655,14834.86207277442,7656.63427734375,5028,11875.561134307598,5029.962890625,1454,3652.12321792937,1455.251953125,1192,2755.5986057607624,1193.4588623046875,5415,9908.72415510472,5416.15478515625,
2019-07-11 03:00:00,6985,14834.168964135128,6986.5400390625,4875,11793.011616154297,4876.09326171875,1330,3652.091399562894,1331.5782470703125,1183,2779.191925725221,1184.72509765625,5099,9992.937747730874,5100.96142578125,
2019-07-11 04:00:00,6634,14834.361790770468,6635.3857421875,4848,11789.768965091615,4849.677734375,1283,3690.2144230388135,1284.240234375,1153,2782.198263586982,1154.399169921875,4931,9971.939946498256,4932.05712890625,
2019-07-11 05:00:00,6695,14847.806769883626,6696.95556640625,4998,11758.230606820332,4999.63427734375,1249,3735.490028192638,1250.783203125,1186,2795.044993752065,1187.7388916015625,4963,9943.825216948055,4964.6923828125,
2019-07-11 06:00:00,7266,14856.90907587489,7267.9521484375,5447,11754.506266126358,5448.5205078125,1291,3717.134783292671,1292.258056640625,1261,2784.294956202829,1262.6270751953125,5371,9949.899461257504,5372.88916015625,
2019-07-11 07:00:00,8556,14994.465016154161,8557.8388671875,6171,12000.382596713227,6172.017578125,1475,3663.8785688171456,1476.471923828125,1389,2805.165990643327,1390.2830810546875,6369,9988.471994527616,6370.5615234375,
2019-07-11 08:00:00,9322,15131.778927713067,9323.08203125,6366,12265.86431784873,6367.9423828125,1662,3788.0513205833763,1663.53857421875,1552,2816.7808804066353,1553.33349609375,7032,10348.359182568267,7033.1552734375,
2019-07-11 09:00:00,9338,15349.30193818304,9339.25390625,5880,12527.388772015558,5881.59765625,1783,3914.5614552228603,1784.145263671875,1587,2867.420905753854,1588.073974609375,7294,10577.104189611971,7295.89404296875,
2019-07-11 10:00:00,8924,15429.70782897689,8925.38671875,5448,12610.893403651613,5449.748046875,1702,3929.365715674207,1703.1644287109375,1535,2885.936960370005,1536.97265625,7158,11006.84725034982,7159.43408203125,
2019-07-11 11:00:00,8405,15566.175907484621,8406.333984375,5309,12731.38013734857,5310.4375,1502,4164.505151102003,1503.7789306640625,1449,2927.38918285955,1450.432373046875,6865,11218.714869365096,6866.31787109375,
2019-07-11 12:00:00,7985,15477.188364662907,7986.7021484375,5364,12629.536102803155,5365.43017578125,1314,4341.203208044919,1315.2952880859375,1384,2932.9507824223274,1385.863037109375,6528,11065.253439545631,6529.89599609375,
2019-07-11 13:00:00,7861,15433.933581999248,7862.88427734375,5430,12564.100139261553,5431.26025390625,1230,4360.515544671781,1231.033935546875,1357,2937.5428805796796,1358.7042236328125,6317,11258.691166773438,6318.9794921875,
2019-07-11 14:00:00,7910,15434.970166804946,7911.38720703125,5493,12434.575783415625,5494.005859375,1259,4352.895208088099,1260.2838134765625,1353,2960.104194767877,1354.4918212890625,6349,11038.042433306575,6350.0615234375,
2019-07-11 15:00:00,8163,15181.566802714697,8164.42919921875,5721,12395.764183165587,5722.67724609375,1333,4406.5559645377125,1334.59423828125,1340,2910.562500262218,1341.17822265625,6321,10314.42247873731,6322.44970703125,
2019-07-11 16:00:00,8529,15034.840079672846,8530.8759765625,6030,12215.3180172559,6031.162109375,1288,4336.157563051691,1289.5662841796875,1368,2873.057546912402,1369.3206787109375,6476,9985.462645996362,6477.4013671875,
2019-07-11 17:00:00,9143,14986.13195413605,9144.6162109375,6413,12001.742202252637,6414.5244140625,1430,4276.583385716274,1431.82373046875,1407,2861.5381375059715,1408.0389404296875,6797,10027.854270018637,6798.25830078125,
2019-07-11 18:00:00,10289,14957.13458197383,10290.1953125,6834,11979.750441670565,6835.689453125,1637,4255.086164425209,1638.925537109375,1517,2865.573524411851,1518.8026123046875,7491,10047.625136338174,7492.35498046875,
2019-07-11 19:00:00,10364,14948.331520084657,10365.064453125,6911,11975.95936084366,6912.59716796875,1868,4226.220323291956,1869.8638916015625,1505,2862.7111122546175,1506.4161376953125,7475,10170.644011141732,7476.36572265625,
2019-07-11 20:00:00,9966,14941.69938852954,9967.3681640625,6911,11967.750711615707,6912.84033203125,1869,4172.9868766811305,1870.19873046875,1443,2813.670935280041,1444.2802734375,7176,10377.914507448673,7177.3564453125,
2019-07-11 21:00:00,9880,14946.754861153096,9881.5830078125,6808,11962.912050229455,6809.1015625,1964,4144.466501186684,1965.873779296875,1411,2801.1233555788153,1412.9078369140625,6931,10419.983228597266,6932.1298828125,
2019-07-11 22:00:00,9262,14941.93151719509,9263.5947265625,6445,11895.33256024476,6446.64453125,1842,4065.943545769051,1843.7481689453125,1364,2785.88781307168,1365.9832763671875,6429,10573.222421497107,6430.8798828125,
2019-07-11 23:00:00,8984,14916.116291567738,8985.9541015625,6075,11879.862792984786,6076.79638671875,1674,3979.741193509211,1675.5087890625,1285,2780.2598959485667,1286.1812744140625,6110,10512.579049989581,6111.7470703125,
2019-07-12 00:00:00,8621,14865.223025826017,8622.81640625,5784,11904.48307020347,5785.7646484375,1814,3825.730303259516,1815.861572265625,1200,2763.477573621698,1201.4959716796875,6296,10048.908755699173,6297.79833984375,
2019-07-12 01:00:00,8101,15100.284854048685,8102.5908203125,5466,11696.334230970511,5467.689453125,1639,3634.462011632193,1640.425537109375,1155,2900.8256611285574,1156.9866943359375,5056,9957.55712634651,5057.95849609375,
2019-07-12 02:00:00,7648,15066.165494470912,7649.21240234375,5097,11643.727964652684,5098.34521484375,1415,3604.0604684653053,1416.253662109375,1140,2873.6353374474897,1141.05078125,4809,9785.870484982152,4810.7724609375,
2019-07-12 03:00:00,6972,15054.653682291562,6973.9296875,4914,11597.399710893013,4915.6044921875,1284,3625.9786613366196,1285.25830078125,1140,2901.087260626068,1141.645263671875,4492,9751.593886666,4493.0263671875,
2019-07-12 04:00:00,6608,15045.070808885519,6609.40869140625,4893,11622.579731848557,4894.86279296875,1233,3623.373042734422,1234.939697265625,1155,2896.923454159014,1156.7132568359375,4338,9719.053040316328,4339.13671875,
2019-07-12 05:00:00,6650,15024.963665207282,6651.45703125,5048,11637.244697518927,5049.3203125,1226,3713.8954894661933,1227.7764892578125,1122,2838.2844360241597,1123.73388671875,4367,9699.398627400398,4368.11669921875,
2019-07-12 06:00:00,7243,15011.193425182424,7244.55029296875,5467,11651.981500332058,5468.23046875,1255,3799.255603486148,1256.61962890625,1212,2836.7899041157375,1213.70654296875,4724,9781.126907281578,4725.263671875,
2019-07-12 07:00:00,8421,15028.996863830813,8422.7177734375,6124,11946.202972610045,6125.51611328125,1411,3871.817950082951,1412.3460693359375,1353,2836.0854613265865,1354.497314453125,5534,9949.173257712275,5535.52978515625,
2019-07-12 08:00:00,9284,15202.513778198809,9285.71875,6360,12232.64460803823,6361.4677734375,1608,4016.0839692101913,1609.1595458984375,1517,2879.856630608444,1518.6275634765625,6116,10373.7586467918,6117.87451171875,
2019-07-12 09:00:00,9330,15293.903045823543,9331.4267578125,5907,12381.425596680125,5908.9599609375,1725,4254.524987854338,1726.576904296875,1557,2897.1952627827736,1558.7557373046875,6200,10753.20602113381,6201.41357421875,
2019-07-12 10:00:00,9036,15327.254452490459,9037.5966796875,5544,12512.655181367203,5545.20361328125,1754,4382.6691024087395,1755.61767578125,1497,2905.8541206681157,1498.223388671875,5854,11134.419582122937,5855.666015625,
2019-07-12 11:00:00,8516,15394.30393274879,8517.052734375,5367,12670.893745067751,5368.95751953125,1731,4478.840526761436,1732.71875,1399,2900.739256871573,1400.47412109375,5452,11221.999688114971,5453.79638671875,
2019-07-12 12:00:00,8073,15347.940874805729,8074.2412109375,5424,12409.050282541251,5425.39013671875,1703,4522.786311503715,1704.473388671875,1353,2912.3079939416903,1354.9937744140625,5248,11257.642456039786,5249.4853515625,
2019-07-12 13:00:00,7826,15405.768245732466,7827.86767578125,5500,12416.914238098921,5501.4921875,1686,4683.7043386311425,1687.235595703125,1276,2899.527669464518,1277.7708740234375,5148,11455.666113972664,5149.55712890625,
2019-07-12 14:00:00,7793,15357.067119463713,7794.90234375,5651,12312.673755375014,5652.55322265625,1695,4682.150291959837,1696.4638671875,1261,2884.0910526756074,1262.4512939453125,5306,11469.422107368708,5307.7001953125,
2019-07-12 15:00:00,7999,15418.740467545322,8000.158203125,5781,12475.381297026654,5782.8046875,1711,4365.729295621177,1712.5081787109375,1268,2948.5745280845495,1269.8079833984375,5451,11165.042289502919,5452.6806640625,
2019-07-12 16:00:00,8330,15329.281181328053,8331.0498046875,6044,12243.113352573782,6045.56689453125,1724,4303.4964585612415,1725.053955078125,1267,2950.2740200617513,1268.7451171875,5607,11253.151183128357,5608.9033203125,
2019-07-12 17:00:00,8961,15411.427022290782,8962.4892578125,6492,11966.747563036504,6493.92724609375,1767,4275.934671276065,1768.0513916015625,1348,2969.6718331194425,1349.462890625,5864,11050.316699385643,5865.29931640625,
2019-07-12 18:00:00,10036,15515.936880298013,10037.6943359375,6710,11954.709525025339,6711.14111328125,1793,4232.489274001231,1794.15478515625,1468,2955.955251989697,1469.482666015625,6397,11056.537994980812,6398.8544921875,
2019-07-12 19:00:00,10010,15544.225765287,10011.8525390625,6701,11946.429115960716,6702.21630859375,1976,4182.12934363921,1977.7965087890625,1453,2975.7715286554526,1454.4002685546875,6325,11198.183469846845,6326.38134765625,
2019-07-12 20:00:00,9629,15468.513954205184,9630.7744140625,6635,11933.359885074145,6636.86962890625,1906,4075.272886516476,1907.4132080078125,1422,2970.9068389804734,1423.17236328125,6018,11010.61314187944,6019.5986328125,
2019-07-12 21:00:00,9393,15319.729350090858,9394.6669921875,6528,11917.88596246082,6529.1669921875,1797,4070.7147087472918,1798.6241455078125,1402,2915.265443588732,1403.7540283203125,5792,10875.022638738155,5793.37646484375,
2019-07-12 22:00:00,8981,15264.410710991726,8982.28515625,6259,11837.188824220748,6260.46044921875,1703,3965.9398287041936,1704.9564208984375,1333,2906.5640056693787,1334.17431640625,5411,10679.766567580402,5412.505859375,
2019-07-12 23:00:00,8843,15191.787980904703,8844.091796875,5952,11727.24865660004,5953.765625,1602,3838.0573494899513,1603.99365234375,1262,2886.529163107338,1263.0574951171875,5236,10463.07943437621,5237.5830078125,
